"Excess.mortality","Schools","Face.masks","Lockdown.severity","Majority.COVID.19.variant","Flights.7.day.moving.average","OpenTable.restaurant.bookings.London.index","Google.homeworking.Greater.London.mobility.index","Google.workplace.Greater.London.mobility.index","Apple.walking.London.mobility.index","Google.parks.Greater.London.mobility.index","Google.retail.recreation.Greater.London.mobility.index","Google.grocery.pharmacy.Greater.London.mobility.index","Google.transit.stations.mobility.index","TfL.Tube.mobility.index","TfL.Bus.mobility.index","Citymapper.journeys.mobility.index","Season","PCR.tests","PCR.tests.capacity","Antibody.tests","Antibody.tests.capacity","Pillar.1.NHS.and.UKHSA.capacity","Pillar.2.UK.Government.capacity","Pillar.3.Antibody.capacity","Pillar.4.Surveillance.capacity","Pillar.1.NHS.and.UKHSA.tests","Pillar.2.UK.Government.tests","Pillar.3.Antibody.tests","Pillar.4.Surveillance.tests","Tests.across.all.4.Pillars","New.cases","New.infections","Reinfections","Hospital.admissions","Patients.in.hospital","Patients.in.MVBs","Vaccinations.total","Vaccinations.1st.dose","Vaccinations.2nd.dose","Vaccinations.3rd.dose","First.dose.uptake","Second.dose.uptake","Third.dose.uptake","COVID.19.deaths.on.certificate"
107.25,"Closed","No","Severe_lockdown","Initial",452,0,117,44,30.4,94,17,58,25,4.381276805319,12.5229193001557,9,"Spring",16999.0462952246,39898,31792.1952830055,500,24098,15800,-1740.86080701648,500,13460,5856,32620.8378902935,0,19316,3881,3881,1.36260230687635,1657,19574,3176,290604.073288305,206494.396710585,11978.3565366045,299106.806916374,-99.1691567849287,-2.19576002001632,-130.410659051375,1122
107.25,"Closed","No","Severe_lockdown","Initial",449,0,123,41,26.36,53,16,62,23,3.75762142405769,15.8943653769841,7,"Spring",22269.9645619586,35898,31792.1952830055,500,24098,11800,-2783.43678500778,500,16460,4789,32927.6466072227,377,21626,4743,4743,1.217065482866,1630,19456,3247,290604.073288305,206494.396710585,11978.744005683,299106.806916374,-99.5568239535641,-2.20666200568262,-130.660061393746,1189
107.25,"Closed","No","Severe_lockdown","Initial",453,0,136,25,23.27,57,19,66,21,4.69655549841134,16.0379104095886,8,"Spring",27907.881639317,34308,31792.1952830056,500,24308,10000,-3826.01276299909,500,17308,3773,33602.3299228647,308,21389,4977,4977,1.31239412137403,1966,19330,3162,290604.073288305,206494.396710585,11978.8991938781,299106.806916374,-99.9444920242197,-2.21756399134892,-130.909463736117,1272
107.25,"Closed","No","Severe_lockdown","Initial",462,0,134,24,26.4,85,21,68,21,4.65125430446072,15.818451500062,8,"Spring",31427.682779466,38608,31792.1952830056,500,24308,14300,-4868.5887409904,500,17763,3143,34120.1156300171,422,21328,5292,5292,1.56605026598996,2011,20389,3222,290604.073288305,206494.396710585,11978.7273987538,299106.806916374,-100.33216373409,-2.22846597701522,-131.158866078489,1322
107.25,"Closed","No","Severe_lockdown","Initial",483,0,134,23,27.44,94,21,68,22,4.72956466745599,15.8535450580082,9,"Spring",28776.4847210085,38266,31792.1952830056,500,23966,14300,-5911.1647189817,500,16166,2323,34128.1936038633,176,18665,5070,5070,1.77958128992844,1880,20582,3228,290604.073288305,206494.396710585,11978.3736496566,299106.806916374,-100.719839122759,-2.23936796268153,-131.40826842086,1276
107.25,"Closed","No","Severe_lockdown","Initial",500,0,133,23,25.66,84,22,68,22,4.70687452457681,16.321423270687,9,"Spring",23656.5227919798,35071,31792.1952830056,500,20771,14300,-6953.74069697301,500,13950,2041,33678.7094179149,3,15994,4335,4335,1.79353402269596,2088,21281,3234,290604.073288305,206494.396710585,11978.1027722857,299106.806916374,-101.107515704366,-2.25026994834783,-131.657670763231,1254
107.25,"Closed","No","Severe_lockdown","Initial",518,0,137,13,22.8,80,17,57,15,2.42330707931176,10.4669818401162,8,"Spring",18496.6208617087,32671,31792.1952830056,500,19471,13200,-7996.31667496431,500,12081,2486,33145.4221126979,415,14982,4203,4203,1.60612917714466,2162,21308,3277,290604.073288305,206494.396710585,11978.1022631213,299106.806916374,-101.495190358734,-2.26117193401413,-131.907073105603,1232
74.67,"Closed","No","Severe_lockdown","Initial",545,0,119,36,22.86,75,11,40,22,3.52810326075804,14.201006670115,7,"Spring",18423.2746519268,27447,31792.1952830056,500,19807,7640,-9038.89265295562,500,12017,2489,32919.5969351526,0,14506,3507,3507,1.3676880443652,2066,21687,3301,290604.073288305,206494.396710585,11978.3538816078,299106.806916374,-101.882861517709,-2.27207391968043,-132.156475447974,1378
74.67,"Closed","No","Severe_lockdown","Initial",557,0,123,36,28.58,66,16,64,23,3.34580140243224,15.9075448198515,7,"Spring",21982.1672683046,27447,31792.1952830056,500,19807,7640,-10081.4686309469,500,15020,2630,33127.9424673383,350,18000,3585,3585,1.26046958183305,2163,21254,3274,290604.073288305,206494.396710585,11978.6608164423,299106.806916374,-102.270530125755,-2.28297590534674,-132.405877790345,1365
74.67,"Closed","No","Severe_lockdown","Initial",569,0,138,15,28.59,87,17,65,18,2.64720483333394,11.8522208795762,8,"Spring",27636.4956973112,26057,31792.1952830056,500,19507,6550,-11124.0446089382,500,15892,1845,33571.9730836343,354,18091,4327,4327,1.35966611106278,2461,21280,3228,290604.073288305,206494.396710585,11978.8003452014,299106.806916374,-102.658198806706,-2.29387789101304,-132.655280132716,1319
74.67,"Closed","No","Severe_lockdown","Initial",586,0,134,22,26.13,90,22,74,22,4.59083551019585,16.4486845986807,8,"Spring",29997.5628087881,26557,31792.1952830056,500,19507,7050,-12166.6205869295,500,17188,1655,33907.0531518809,273,19116,4875,4875,1.58133069628106,2631,21005,2963,290604.073288305,206494.396710585,11978.6844703249,299106.806916374,-103.045869940541,-2.30477987667934,-132.904682475088,1375
74.67,"Closed","No","Severe_lockdown","Initial",607,0,134,22,23.87,81,20,67,21,4.58837197366527,15.9197429933587,8,"Spring",28589.3850573709,24461.3554326705,31792.1952830056,-232.489412811553,18149,6320,-13209.1965649208,420.218516744922,15194,1249,33905.7052801006,0,16443,5146,5146,1.75273698814141,2966,20740,2967,290604.073288305,206494.396710585,11978.4134116592,299106.806916374,-103.433544049476,-2.31568186234564,-133.154084817459,1461
74.67,"Closed","No","Severe_lockdown","Initial",642,0,134,22,24.64,91,21,67,22,4.74598369572717,16.1181737416026,9,"Spring",23553.1989188124,22365.6193664718,31792.1952830056,-929.71336517296,18149,6320,-14251.7725429121,366.450746325034,13266,1153,33607.1310616302,4,14423,5477,5477,1.74667998700954,3150,20234,2864,290604.073288305,206494.396710585,11978.1911753033,299106.806916374,-103.821219577148,-2.32658384801194,-133.40348715983,1293
74.67,"Closed","No","Severe_lockdown","Initial",680,0,133,23,21.63,76,22,65,21,5.09685663669472,16.7261049860097,9,"Spring",19730.0952200149,20634.4637714475,31792.1952830056,-1613.83767610601,18049,6320,-15294.3485209035,319.56266592528,12858,826,33258.8391081357,91,13775,5273,5273,1.57551739813893,3047,19493,2644,290604.073288305,206494.396710585,11978.1729082412,299106.806916374,-104.208894109367,-2.33748583367825,-133.652889502201,1170
58.07,"Closed","No","Severe_lockdown","Initial",736,0,118,39,26.06,85,16,59,24,4.41525928054011,17.7942443941217,9,"Spring",18910.1283842624,19517.5984083466,31792.1952830056,-2299.30508497883,15699,6320,-16336.9244988948,278.674005926826,11663,1070,33115.7973396316,505,13238,3556,3556,1.37571754801117,2913,18855,2469,290604.073288305,206494.396710585,11978.3576042715,299106.806916374,-104.596566092891,-2.34838781934455,-133.902291844573,1220
58.07,"Closed","No","Severe_lockdown","Initial",801,0,123,37,28.49,70,16,62,23,3.80497918002864,17.0186337990871,7,"Spring",22467.4499277785,18384.6202005249,31792.1952830056,-2984.97246504897,15699,6320,-17379.5004768861,243.017128907864,15103,796,33257.0713908387,181,16080,3976,3976,1.29938312179356,2922,17502,2309,290604.073288305,206494.396710585,11978.5995663745,299106.806916374,-104.984235836854,-2.35928980501085,-134.151694186944,1147
58.07,"Closed","No","Severe_lockdown","Initial",857,0,136,23,24.34,73,19,66,21,4.83793798581871,16.9220606399902,8,"Spring",26749.289756715,17104.6593835965,31792.1952830056,-3670.60308479471,15499,6320,-18422.0764548774,211.922618136579,13616,677,33549.2197244001,336,14629,4852,4852,1.39872965399902,2932,15546,2120,290604.073288305,206494.396710585,11978.7222786907,299106.806916374,-105.371905163194,-2.37019179067715,-134.401096529315,1061
58.07,"Closed","No","Severe_lockdown","Initial",952,0,136,22,22.76,72,19,64,20,4.78286799056474,16.2081212507347,9,"Spring",29412.8195919789,15454.2160688748,31792.1952830056,-4356.23143460853,15499,6320,-19464.6524328687,184.806710044252,12854,603,33765.9668178264,166,13623,4824,4824,1.59104516145848,3284,13875,1813,290604.073288305,206494.396710585,11978.6464241324,299106.806916374,-105.759576045598,-2.38109377634346,-134.650498871686,1007
58.07,"Closed","No","Severe_lockdown","Initial",1096,0,135,22,22.19,68,19,64,20,4.9400599300005,16.524456789519,9,"Spring",27802.1761773912,13905.2891393262,31792.1952830056,-5041.8606363262,15499,6320,-20507.22841086,161.160334737697,11256,668,33760.7287486618,23,11947,4891,4891,1.7270555217991,3565,13637,1592.34535063143,290604.073288305,206494.396710585,11978.4397678498,299106.806916374,-106.147249244947,-2.39199576200976,-134.899901214058,924
58.07,"Closed","No","Severe_lockdown","Initial",1267,0,134,22,22.29,70,21,65,21,5.12171020203629,17.0382424246194,10,"Spring",24022.1668807972,12505.0512436239,31792.1952830056,-5727.48984288559,15499,6320,-21549.8043888513,140.539558799285,11267,629,33562.4845957283,725.601427887517,11896,4463,4463,1.70654448988228,2834,12597,1338.98658979696,290604.073288305,206494.396710585,11978.2587043118,299106.806916374,-106.534923877198,-2.40289774767606,-135.149303556429,831
58.07,"Closed","No","Severe_lockdown","Initial",1438,0,133,23,19.72,59,21,64,21,5.46119103185136,17.2904714601647,10,"Spring",20226.0916138678,11183.8786232317,31792.1952830056,-6413.11903200202,12799,6320,-22592.3803668426,122.557250949155,11327.9388845179,574.800943979179,33335.0790603022,1102.28720821693,12701.6660631262,4195,4195,1.55186373497727,3189,11093,1072.23739521123,290604.073288305,206494.396710585,11978.2306130726,299106.806916374,-106.922598141099,-2.41379973334236,-135.3987058988,711
7.7,"Closed","No","Severe_lockdown","Initial",1754,0,119,38,17.83,41,13,52,20,4.60142414479489,17.2340183782982,8,"Spring",19860.240000563,9818.74735492961,31792.1952830056,-7098.74822186043,12799,6320,-23634.9563448339,106.875814102033,10725.8404022316,1376.99020073727,33244.6096892815,1375.10846848399,14018.7377796721,2818,2818,1.3856809423292,2492,9525,792.410911472405,290604.073288305,206494.396710585,11978.3650039032,299106.806916374,-107.310270621056,-2.42470171900867,-135.648108241172,586
7.7,"Closed","No","Severe_lockdown","Initial",2065,0,123,37,23.4,43,15,59,22,4.24003130835681,17.7453615223175,8,"Spring",22405.0577877149,8375.63483818011,31792.1952830056,-7784.37741203549,10949,6320,-24677.5323228252,93.2008473714142,11030.8670126804,1463.07926853394,33340.2736290119,1572.70403471061,14978.3473614338,2774,2774,1.33396665985121,2196,8278,501.915882707654,290604.073288305,206494.396710585,11978.554844582,299106.806916374,-107.6979412293,-2.43560370467497,-135.897510583543,516
7.7,"Closed","No","Severe_lockdown","Initial",2377,0,135,25,23.4,70,19,68,23,5.83694338064207,18.5603475078066,9,"Spring",26479.5613968945,6902.79447631944,31792.1952830056,-8470.00660218031,10949,6320,-25720.1083008165,81.2756190325424,11105.6120294872,917.471779244508,33532.4371020202,1715.81607720393,14581.7851893165,3154,3154,1.43074317810449,2229,7267,203.13194753434,290604.073288305,206494.396710585,11978.6609189615,299106.806916374,-108.085611167963,-2.44650569034127,-136.146912925914,463
7.7,"Closed","No","Severe_lockdown","Initial",2696,0,134,25,22.89,80,20,68,23,6.13288296510258,18.4228553344301,10,"Spring",28461.5429065014,5473.96104540123,31792.1952830056,-9155.6357923202,10949,6320,-26762.6842788078,70.8762466804461,11565.3461184021,1083.11880356845,33672.5765390136,1819.46747534876,14350.2077384746,3039,3039,1.5964315878693,1931,6072.2290148774,-101.605007978456,290604.073288305,206494.396710585,11978.6133351105,299106.806916374,-108.473282009482,-2.45740767600757,-136.396315268285,413
7.7,"Closed","No","No_or_limited_measures","Initial",3099,0,133,27,24.09,83,21,72,24,6.88739132034758,19.4153676646687,12,"Spring",27541.6945822105,4076.83220030877,31792.1952830056,-9841.26498246093,10949,6320,-27805.2602567991,61.8074940960595,11541.5191595458,1542.50462270541,33666.2889538323,1894.53881211541,14839.5140898339,2666,2666,1.70291620897361,2087,5076.29488833048,-410.016596489089,290604.073288305,206494.396710585,11978.4566044571,299106.806916374,-108.860954591035,-2.46830966167388,-136.645717610657,337
7.7,"Closed","No","No_or_limited_measures","Initial",3463,0,131,30,24.63,81,24,75,28,9.22864556586408,22.2224483296567,15,"Spring",23997.2859821048,2680.23084050691,31792.1952830056,-10526.8941726017,10949,6320,-28847.8362347904,53.8991059114361,11485.4324283942,1176.34232605473,33534.717232449,1948.91053989525,14847.3263847567,2354,2354,1.67239952495168,1718,4132.58937889238,-719.894720573772,290604.073288305,206494.396710585,11978.3100227956,299106.806916374,-109.248628494822,-2.47921164734018,-136.895119953028,263
7.7,"Closed","No","No_or_limited_measures","Initial",3772,0,125,40,31.25,95,41,87,37,15.2560410589433,32.2987469817678,25,"Spring",21030.1604574323,1262.94234294441,31792.1952830056,-11212.5233627425,10949,6320,-29890.4122127817,47.002611261624,11137.751206157,890.380139149456,33386.2831682585,1988.29021407043,14367.2640238438,2290,2290,1.53393106758201,1273,3063.36673353209,-1029.11336341455,290604.073288305,206494.396710585,11978.2774387208,299106.806916374,-109.636302427267,-2.49011363300648,-137.144522295399,208
0.36,"Closed","No","No_or_limited_measures","Initial",4043,0,113,60,30.76,94,33,80,39,13.1836681646864,36.2116586724809,23,"Spring",20312.4850110526,-168.448662185303,31792.1952830056,-11898.1525528833,10949,6320,-30932.988190773,40.9885364154546,11009.9306841707,1375.31224269278,33329.1564999223,2016.81163138537,14573.2860108791,1363,1363,1.39678833734185,1211.62466107538,2086.59324906412,-1335.63934203172,290604.073288305,206494.396710585,11978.3742482467,299106.806916374,-110.02397517072,-2.50101561867278,-137.39392463777,183
0.36,"Closed","No","No_or_limited_measures","Initial",4275,0,115,66,37.36,77,38,92,42,14.6640301433148,40.9437655921807,23,"Spring",22719.7519893819,-1595.22105578674,31792.1952830056,-12583.781743024,6127,6320,-31975.5641687644,35.7439740556022,10991.7047297402,1439.01244781499,33393.8526217259,2037.46876638436,14949.186912317,1181,1181,1.36445427492683,1203.15964483243,1243.15456074457,-1637.54199455829,290604.073288305,206494.396710585,11978.5225001704,299106.806916374,-110.411646412778,-2.51191760433909,-137.643326980142,144
0.36,"Closed","No","No_or_limited_measures","Initial",4428,0,120,56,37.49,78,54,108,49,24.1976271074063,53.0919770711765,31,"Spring",25928.9519316033,-3010.35019642888,31792.1952830056,-13269.4109331648,6127,6320,-33018.1401467557,31.1704635739528,11227.5046832268,936.898511271016,33520.2145620762,2052.43005746098,14581.2422967828,1252,1252,1.4567430862386,1201.99213193151,318.845155790098,-1933.00178134325,290604.073288305,206494.396710585,11978.612916581,299106.806916374,-110.79931689361,-2.52281959000539,-137.892729322513,118
0.36,"Open","No","No_or_limited_measures","Initial",4556,0,118,59,38.76,72,64,130,53,29.4698662474401,59.5464404794101,39,"Spring",27964.9339120516,-4421.89603483786,31792.1952830056,-13955.0401233056,5480.6190364509,6320,-34060.716124747,27.1821425872717,11414.9173441081,1097.99167104721,33610.7803227618,2063.2660340226,14378.8516932438,1042,1042,1.59851103537079,1201.83110608882,-613.574761187506,-2220.31778774953,290604.073288305,206494.396710585,11978.5849890674,299106.806916374,-111.186987820666,-2.53372157567169,-138.142131664884,79
0.36,"Open","No","No_or_limited_measures","Initial",4654,0,116,64,43.31,93,67,128,57,35.0908760141283,64.2678861138194,36,"Spring",27004.176290205,-5837.44535357467,31792.1952830056,-14640.6693134464,4834.23807290179,6320,-35103.2921027383,23.7041349700104,11508.6165309817,1516.90948275224,33604.7887845606,2071.11417944285,14827.296103951,981,981,1.68055455177413,1201.80889706485,-1406.07283370511,-2497.91412433606,290604.073288305,206494.396710585,11978.4667795669,299106.806916374,-111.57466000621,-2.54462356133799,-138.391534007256,73
0.36,"Open","No","No_or_limited_measures","Initial",4726,11,112,71,48.95,92,72,119,63,43.8162445772698,71.6086236295332,44,"Spring",24246.9596614991,-7258.0989947287,31792.1952830056,-15326.2985035871,4187.85710935269,6320,-36145.8680807296,20.6711451414274,11383.7613466649,1173.19557068024,33517.5030046284,2076.79833593646,14824.8641792082,783,783,1.64355169523366,1201.8058339494,-2200.81944111239,-2764.34522764084,290604.073288305,206494.396710585,11978.3488112363,299106.806916374,-111.96233333956,-2.5555255470043,-138.640936349627,58
0.36,"Open","No","No_or_limited_measures","Initial",4762,39,107,82,64.53,126,86,123,75,60.26612758345,81.243201078499,60,"Spring",21438.0321734593,-8679.45158229927,31792.1952830056,-16011.9276937279,3541.47614580359,6320,-37188.4440587209,18.0262322163858,11201.290700118,916.786347623305,33420.644024394,2080.9151856269,14389.1602204229,602,602,1.52066135398985,1201.80541147805,-3055.94380708539,-3018.30007197407,290604.073288305,206494.396710585,11978.3152064328,299106.806916374,-112.350006931171,-2.5664275326706,-138.890338691998,51
-1.66,"Open","No","No_or_limited_measures","Initial",4783,57,104,93,64.28,79,76,106,76,61.0248643915919,81.6555964511236,67,"Spring",20965.4684299548,-10098.0238812696,31792.1952830056,-16697.5568838687,2895.09518225448,6320,-38231.0200367122,15.7197410059222,11057.9836940214,1366.64177201974,33384.6342488125,2083.89688597114,14585.4203013924,441,441,1.40843185074212,1201.80535320991,-3818.72001276803,-3258.60530945456,290604.073288305,206494.396710585,11978.3841282721,299106.806916374,-112.737679780136,-2.5773295183369,-139.139741034369,31
-1.66,"Open","No","No_or_limited_measures","Initial",4796,69,104,96,117.44,83,80,109,78,61.0061718875185,82.992190646088,75,"Spring",22756.9433355542,-11514.5263110291,31792.1952830056,-17383.1860740095,2248.71421870538,6320,-39273.5960147035,13.7083697983569,11084.1628288367,1417.06984879094,33428.3347134559,2086.05643456079,14922.4601059738,352,352,1.39112744107638,1201.80534517345,-4518.9135823119,-3484.22736194788,290604.073288305,206494.396710585,11978.499364663,299106.806916374,-113.125351468724,-2.5882315040032,-139.389143376741,21
-1.66,"Open","No","No_or_limited_measures","Initial",4876,64,105,91,104.19,96,87,115,82,71.8845301217416,89.0075016301871,75,"Spring",25704.5975780591,-12931.4281987237,31792.1952830056,-18068.8152641502,1602.33325515628,6320,-40316.1719926948,11.9543574196106,11221.6299540622,955.129172356798,33511.4039947837,2087.62052537229,14581.3170819753,478,478,1.47764868612737,1201.80534406504,-5276.6667927091,-3694.27349456495,290604.073288305,206494.396710585,11978.5755383161,299106.806916374,-113.513022405729,-2.5991334896695,-139.638545719112,16
-1.66,"Open","No","No_or_limited_measures","Initial",4965,71,103,95,98.87,97,92,114,87,81.6673698373033,93.7506507143652,84,"Spring",27317.1952040123,-14349.7833663588,31792.1952830056,-18754.444454291,955.952291607173,6320,-41358.7479706861,10.4247743107229,11379.9077154827,1111.32114587272,33569.9043420655,2088.75334548033,14404.8504017442,484,484,1.5981185994803,1201.80534391217,-6005.52076960772,-3887.99190593289,290604.073288305,206494.396710585,11978.5610074983,299106.806916374,-113.900693485092,-2.61003547533581,-139.887948061483,13
-1.66,"Open","No","No_or_limited_measures","Initial",5011,81,102,97,106.91,109,94,108,90,85.8369557595616,95.7567639715401,91,"Spring",26745.8295281673,-15768.855813591,31792.1952830056,-19440.0736444318,309.571328058069,6320,-42401.3239486774,9.09090431337018,11428.8616580266,1493.16937653111,33564.7519320974,2089.57381024345,14815.6536516515,403,403,1.66009464065224,1201.80534389108,-6646.52767352882,-4064.7708755374,290604.073288305,206494.396710585,11978.472377339,299106.806916374,-114.288365437095,-2.62093746100211,-140.137350403854,7
-1.66,"Open","No","No_or_limited_measures","Initial",5056,77,102,98,105.54,97,94,107,93,88.1300682023667,97.1138278514387,97,"Spring",24244.8264725942,-17187.4656426826,31792.1952830056,-20125.7028345726,-336.809635491034,6320,-43443.8999266687,7.92770555712126,11354.4172400155,1170.73164314013,33506.869410266,2090.16804618854,14804.7223347886,265,265,1.61935158883146,1201.80534388818,-7307.4579285829,-4224.13701304305,290604.073288305,206494.396710585,11978.3779605129,299106.806916374,-114.676038339699,-2.63183944666841,-140.386752746226,3
-1.66,"Open","No","No_or_limited_measures","Initial",5083,78,101,99,97.5,103,97,106,94,92.5637809511166,99.0296192301143,97,"Spring",21972.6714405957,-18605.3510630896,31792.1952830056,-20811.3320247133,-983.190599040137,6320,-44486.47590466,6.91334032720801,11212.7131230174,941.076471066624,33443.6837075178,2090.59843195807,14409.4632682848,148,148,1.51115590910838,1201.80534388778,-7985.80792065733,-4365.75265861439,290604.073288305,206494.396710585,11978.3454964262,299106.806916374,-115.06371161329,-2.64274143233471,-140.636155088597,5
-5.46,"Open","No","No_or_limited_measures","Initial",5137,93,100,100,96.86,98,99,103,96,99.1038421812262,100.343560619175,94,"Spring",21346.6406819608,-20023.0766870585,31792.1952830056,-21496.9612148541,-1629.57156258924,6320,-45529.0518826513,6.02876508662309,11118.5285640961,1358.24536004748,33421.0276482969,2090.91014637411,14596.0035158795,55,55,1.42015295538644,1201.80534388772,-8589.95263427004,-4489.41248687897,290604.073288305,206494.396710585,11978.3938766563,299106.806916374,-115.451384466694,-2.65364341800102,-140.885557430968,2
-5.46,"Open","No","No_or_limited_measures","Initial",5202,93,100,101,167.1,94,98,103,96.5644467269746,94.2216689728102,99.0684190375121,98.9612876980934,"Spring",22975.1465232412,-21441.1355924509,31792.1952830056,-22182.5904049949,-2275.95252613834,6320,-46571.6278606426,5.25737295568148,11130.0597173704,1397.07278252382,33450.5127082131,2091.13591098819,14897.9752711237,68,68,1.41429466321966,1201.80534388771,-9170.86098528919,-4595.0393702907,290604.073288305,206494.396710585,11978.4830320083,299106.806916374,-115.839056455312,-2.66454540366732,-141.13495977334,0
-5.46,"Open","No","No_or_limited_measures","Initial",5225,93,101,100,142.09,114,101,108,96.5515795530864,93.1235105441989,99.0293456288541,105.245978597976,"Spring",25357.7610915915,-22859.4998953304,31792.1952830056,-22868.2195951357,-2922.33348968745,6320,-47614.2038386339,4.58468193701226,11233.4153873485,972.226748579315,33505.106596263,2091.29942495594,14581.9049264505,83,83,1.49426895005999,1201.80534388771,-9783.86313182083,-4682.67956026754,290604.073288305,206494.396710585,11978.5465682217,299106.806916374,-116.22672776037,-2.67544738933362,-141.384362115711,2
-5.46,"Open","No","No_or_limited_measures","Initial",5235,87,102,99,106.5,79,91,95,97.6353912250378,94.6078285261305,99.3145158804763,110.258127568819,"Spring",26920.9519265397,-24277.8555148693,31792.1952830056,-23553.8487852764,-3568.71445323655,6320,-48656.7798166252,3.9980630327646,11342.740922675,1123.25379345739,33542.8757537166,2091.41785280505,14428.4371083262,49,49,1.59593100170988,1201.80534388771,-10357.0836555001,-4752.49724659587,290604.073288305,206494.396710585,11978.5409319698,299106.806916374,-116.614399018414,-2.68634937499992,-141.633764458082,2
-5.46,"Open","No","No_or_limited_measures","Initial",5248,90,101,100,114.25,93,97,101,98.2296325614734,95.0842475171006,99.3242591211733,114.541349271399,"Spring",26366.1942175352,-25696.0163968415,31792.1952830056,-24239.4779754172,-4215.09541678565,6320,-49699.3557946166,3.48650314974208,11381.2917506021,1471.15757736981,33538.6961620733,2091.50362624469,14804.5848362043,56,56,1.64157583123382,1201.80534388771,-10880.5004583761,-4804.76855722052,290604.073288305,206494.396710585,11978.4749028892,299106.806916374,-117.002070851196,-2.69725136066623,-141.883166800453,1
-5.46,"Open","No","No_or_limited_measures","Initial",5276,90,100,101,114.68,103,99,102,99.2504266527612,94.4473197360062,99.2362194569335,118.869194774776,"Spring",24373.4091089398,-27114.0628727968,31792.1952830056,-24925.107165558,-4861.47638033476,6320,-50741.9317726079,3.04039834128276,11325.9056257547,1168.86371323744,33500.3273434248,2091.56574915754,14786.6745148697,57,57,1.59919944165328,1201.80534388771,-11423.5284928833,-4839.87506168448,290604.073288305,206494.396710585,11978.3997306822,299106.806916374,-117.389743440438,-2.70815334633253,-142.132569142825,0
-5.46,"Open","No","No_or_limited_measures","Initial",5320,90,100,101,103.64,115,102,106,98.645885153814,94.3261245001606,99.2440747266938,123.179924386421,"Spring",22289.0350702941,-28532.1566150723,31792.1952830056,-25610.7363556988,-5507.85734388386,6320,-51784.5077505992,2.65137350423987,11226.4538630061,963.412942254111,33459.1205233386,2091.61074276297,14428.2757362703,41,41,1.50465669985777,1201.80534388771,-11960.3241869198,-4858.29684215871,290604.073288305,206494.396710585,11978.3696598041,299106.806916374,-117.777416435739,-2.71905533199883,-142.381971485196,1
-3.22,"Open","No","No_or_limited_measures","Initial",5326,98,99,101,109.26,124,109,104,99.0039107606122,94.5629000494224,99.2668415365699,127.493030061334,"Spring",21805.6046362886,-29950.3484936544,31792.1952830056,-26296.3655458395,-6154.23830743296,6320,-52827.0837285905,2.31212514608178,11157.351630281,1350.1355940639,33444.8952484386,2091.64333016813,14605.210463018,20,20,1.43161459772843,1201.80534388771,-12444.6316034485,-4860.60519622372,290604.073288305,206494.396710585,11978.4030344411,299106.806916374,-118.165089234154,-2.72995731766513,-142.631373827567,0
-3.22,"Open","No","No_or_limited_measures","Initial",5305,96,101,100,153.92,79,98,100,98.7918784429856,94.5977954674087,99.2629627545247,131.805611185535,"Winter",23050.1587327237,-31368.573382548,31792.1952830056,-26981.9947359803,-6800.61927098207,6320,-53869.6597065818,2.01628427024517,11166.4162710655,1378.85695268862,33464.7678017301,2091.66693216589,14875.5547143001,4,4,1.43427587166268,1201.80534388771,-12924.1487964938,-4847.45503534988,290604.073288305,206494.396710585,11978.4716850789,299106.806916374,-118.552761412291,-2.74085930333144,-142.880776169938,0
-3.22,"Open","No","No_or_limited_measures","Initial",5285,99,101,100,133.76,91,98,99,98.9174496391918,94.5063360232425,99.2568921211613,136.118283107986,"Winter",25186.4703186857,-32786.7591317909,31792.1952830056,-27667.6239261211,-7447.00023453117,6320,-54912.2356845731,1.75829680557193,11239.3138312906,988.252017280339,33500.6374901994,2091.68402632529,14582.9146409032,12,12,1.50731042893352,1201.80534388771,-13415.8828034706,-4819.57704239097,290604.073288305,206494.396710585,11978.5242204915,299106.806916374,-118.94043300336,-2.75176128899774,-143.13017851231,0
-3.22,"Open","No","No_or_limited_measures","Initial",5256,96,101,100,123.88,104,100,99,98.843083026153,94.4988492802923,99.258540380943,140.430937294313,"Winter",26472.1590177882,-34204.900173331,31792.1952830056,-28353.2531162619,-8093.38119808027,6320,-55954.8116625644,1.53331933503033,11318.3198324362,1133.92309993928,33525.0096440907,2091.69640706901,14449.825466845,8,8,1.59249101639985,1201.80534388771,-13870.3592306114,-4777.76965037778,290604.073288305,206494.396710585,11978.5242795379,299106.806916374,-119.328104440662,-2.76266327466404,-143.379580854681,0
-3.22,"Open","No","No_or_limited_measures","Initial",5227,94.0336951358424,100.761117342138,100.495336410687,124.647908557031,100.227621448299,99.0608675669458,100.355432613229,98.8871249187362,94.5332642314679,99.2600642916554,144.74359473717,"Winter",26139.0898007136,-35623.0374039454,31792.1952830056,-29038.8823064026,-8739.76216162938,6320,-56997.3876405557,1.33712816614776,11345.6382838353,1450.75533390224,33521.7447367605,2091.70537403905,14794.0833987679,2,2,1.62497451761614,1201.80534388771,-14299.299990669,-4722.8909034982,290604.073288305,206494.396710585,11978.4754309395,299106.806916374,-119.715776230921,-2.77356526033034,-143.628983197052,0
