"Excess.mortality","Schools","Face.masks","Lockdown.severity","Majority.COVID.19.variant","Flights.7.day.moving.average","OpenTable.restaurant.bookings.London.index","Google.homeworking.Greater.London.mobility.index","Google.workplace.Greater.London.mobility.index","Apple.walking.London.mobility.index","Google.parks.Greater.London.mobility.index","Google.retail.recreation.Greater.London.mobility.index","Google.grocery.pharmacy.Greater.London.mobility.index","Google.transit.stations.mobility.index","TfL.Tube.mobility.index","TfL.Bus.mobility.index","Citymapper.journeys.mobility.index","Season","PCR.tests","PCR.tests.capacity","Antibody.tests","Antibody.tests.capacity","Pillar.1.NHS.and.UKHSA.capacity","Pillar.2.UK.Government.capacity","Pillar.3.Antibody.capacity","Pillar.4.Surveillance.capacity","Pillar.1.NHS.and.UKHSA.tests","Pillar.2.UK.Government.tests","Pillar.3.Antibody.tests","Pillar.4.Surveillance.tests","Tests.across.all.4.Pillars","New.cases","New.infections","Reinfections","Hospital.admissions","Patients.in.hospital","Patients.in.MVBs","Vaccinations.total","Vaccinations.1st.dose","Vaccinations.2nd.dose","Vaccinations.3rd.dose","First.dose.uptake","Second.dose.uptake","Third.dose.uptake","COVID.19.deaths.on.certificate"
16.74,"Open","Optional","No_or_limited_measures","Delta",3284,94.53,102,88,146.757014406919,90,81,95,78,82.4605756562061,81.4871708964152,175.190453134584,"Autumn",344996,830634,378,122400,198994,631640,120000,2400,67299,574339,378,15527,657543,32883,32512,371,778,8556,974,519837,33527,24325,461985,87.9,80,22,151
16.74,"Open","Optional","No_or_limited_measures","Delta",3283,86,110,64,158.589264585702,88,77,97,67,49.9243959786322,78.5020886383484,173.698598865902,"Autumn",396994,830674,2981,122400,198994,631680,120000,2400,85931,731104,863,16566,834464,37753,37264,489,892,8693,989,414160,34338,22048,357774,87.9,80,21.2,141
16.74,"Open","Optional","No_or_limited_measures","Delta",3284,90.8,109,65,133.209305419574,106,80,98,65,65.9238545205033,77.4733435691257,172.206626773805,"Autumn",439306,830481,3862,122400,198991,631490,120000,2400,89220,871872,1285,22932,985309,40989,40415,574,965,8785,999,429857,36383,22485,370989,87.8,79.9,20.6,155
16.74,"Open","Optional","No_or_limited_measures","Delta",3294,83.61,110,64,134.556086690036,91,76,95,65,63.2707553595522,74.6487024799027,170.71470529255,"Autumn",428350,826671,3154,122400,198991,627680,120000,2400,104797,903405,1147,12875,1022224,42938,42379,559,988,8937,1008,699192,119188,47766,532238,87.7,79.9,19.9,168
16.74,"Open","Optional","No_or_limited_measures","Delta",3322,76.73,110,63,126.08,103,77,97,65,62.5533167026121,75.1160827101179,169.223002856393,"Autumn",421310,826580,2561,122400,198991,627580,120000,2409,113907,726643,1027,13344,854921,42243,41672,571,996,9008,1023,401329,39836,21199,340294,87.5,79.8,19,156
16.74,"Open","Optional","No_or_limited_measures","Delta",3339,70.98,110,62,113.29,108,79,98,63,59.0267828483041,74.6668604694443,167.731687899591,"Autumn",314583,861463,1556,122400,198850,662500,120000,2513,97571,840275,839,10715,949400,44125,43503,622,1015,9056,1026,331498,33559,20361,277578,87.5,79.8,18.4,159
16.59,"Open","Optional","No_or_limited_measures","Delta",3359,90.23,101,89,124.86,114,85,93,78,89.3650995601705,85.8531336923127,166.240928856402,"Autumn",278048,862003,305,122400,198850,662520,120000,3033,78921,786999,305,18193,884418,30585,30195,390,888,8907,1012,250335,25840,14610,209885,87.4,79.7,17.9,160
16.59,"Open","Optional","No_or_limited_measures","Delta",3387,92.64,102,87,201.8,94,80,94,78,80.7806812660639,80.7658473855761,164.750894161081,"Autumn",331397,861510,437,122400,198850,662660,120000,2400,72115,557867,437,13173,643592,27435,27088,347,831,8887,1018,484130,36748,24500,422882,87.4,79.7,17.5,169
16.59,"Open","Optional","No_or_limited_measures","Delta",3415,83.8,110,63,161.19,103,77,99,66,63.1451212940526,74.5441878039768,163.261752247887,"Autumn",412840,861321,3474,122400,198850,659420,120000,5451,88942,715247,1277,22006,827472,30314,29885,429,861,9131,1026,388827,43491,22633,322703,87.3,79.7,16.8,166
16.59,"Open","Optional","No_or_limited_measures","Delta",3458,88.48,110,63,138.7,94,79,98,65,65.7137327257794,74.105865791392,161.773671551074,"Autumn",395546,866287,3463,122400,198849,662760,120000,7078,88601,823640,1328,23451,937020,33656,33234,422,888,9332,1034,398611,43731,20482,334398,87.2,79.6,16.3,168
16.59,"Open","Optional","No_or_limited_measures","Delta",3531,83.88,110,63,134.81,95,77,97,64,63.741177974013,74.0088819797264,160.286820504902,"Autumn",427163,879738,2829,122400,198849,662370,120000,20919,99604,882016,1339,35623,1018582,35982,35523,459,985,9474,1019,419041,41242,17965,359834,87.1,79.6,15.7,182
16.59,"Open","Optional","No_or_limited_measures","Delta",3618,82.13,110,62,131.29,105,78,98,64,62.4525975339343,66.1778159853571,158.801367543626,"Autumn",427733,867065,2982,122400,198849,662490,120000,8126,110424,739349,1362,17325,868460,38014,37524,490,1084,9690,1024,364255,46663,20922,296670,87.1,79.6,15,164
16.59,"Open","Optional","No_or_limited_measures","Delta",3653,76.58,110,60,121.33,112,80,99,63,58.7049938660858,74.3191930906954,157.317481101503,"Autumn",279396,861688,2650,122400,198849,662450,120000,2789,94438,832815,953,12362,940568,45103,44479,624,1099,9708,1030,297852,37695,19214,240943,87,79.5,14.5,190
13.14,"Open","Optional","No_or_limited_measures","Delta",3664,88.3,102,88,121.65,86,78,92,73,79.0847715006875,86.5274454696367,155.835329612791,"Autumn",288275,874504,429,122400,198849,674710,120000,3345,70067,869759,429,14334,954589,34806,34358,448,1009,9462,980,204800,27402,13449,163949,86.9,79.5,14.1,195
13.14,"Open","Optional","No_or_limited_measures","Delta",3686,93.16,101,87,205.82,87,79,95,78,78.7793521214977,83.7675990018868,154.355081511746,"Autumn",341945,877989,503,122400,198849,670680,120000,10860,69308,581713,503,21541,673065,33560,33212,348,904,9310,968,433867,36052,25401,372414,86.9,79.5,13.8,164
13.14,"Open","Optional","No_or_limited_measures","Delta",3678,88.62,111,54,180.31,90,79,97,65,63.0504986184574,67.6544467321963,152.876905232621,"Autumn",420255,875203,2233,122400,198849,660640,120000,18114,83052,722760,1216,31054,838082,40249,39748,501,1032,9257,962,348474,40967,22279,285228,86.8,79.4,13.2,184
13.14,"Open","Optional","No_or_limited_measures","Delta",3666,96.68,110,55,168.05,118,84,98,63,65.6711126544743,67.6667175715358,151.40096920968,"Autumn",418180,868534,2881,122400,198864,660640,120000,11430,86619,760830,1466,25991,874906,41379,40863,516,1087,9159,944,366081,44702,23723,297656,86.7,79.4,12.7,198
13.14,"Open","Optional","No_or_limited_measures","Delta",3637,91.05,111,55,161.99,122,83,96,63,63.8673335482714,66.4561548284318,149.927441877176,"Autumn",435383,877567,2277,122400,198864,661660,120000,19443,99706,786261,997,31641,918605,43040,42534,506,1165,9080,945,355173,44082,21577,289514,86.7,79.3,12.2,177
13.14,"Open","Optional","No_or_limited_measures","Delta",3633,85.73,111,53,157.11,112,83,96,63,63.5145868133472,66.2127317334017,148.456491669371,"Autumn",410328,861363,2845,122400,198864,660110,120000,4789,106417,705848,1166,7179,820610,42122,41628,494,1124,8973,952,328582,41083,23031,264468,86.6,79.3,11.7,174
13.14,"Open","Optional","No_or_limited_measures","Delta",3654,81.56,111,52,142.57,130,84,98,61,58.4066520172296,65.2969167483746,146.98828702051,"Autumn",320933,859520,2378,122400,198864,660210,120000,2846,97538,729970,1046,22064,850618,47455,46873,582,1068,8854,913,304247,37809,21446,244992,86.5,79.3,11.2,149
14.45,"Open","Optional","No_or_limited_measures","Delta",3667,90.32,101,89,138.03,118,84,91,77,83.8395819225271,86.6745703653199,145.522996364862,"Autumn",340870,859325,199,122400,198864,658110,120000,4751,66916,710798,199,11185,789098,35760,35362,398,972,8530,885,214334,25747,18082,170505,86.4,79.2,10.8,166
14.45,"Open","Optional","No_or_limited_measures","Delta",3658,99.36,102,88,197.47,91,79,93,76,75.2803769031275,79.6293180231071,144.060788136673,"Autumn",367911,863441,446,122400,198864,659390,120000,7587,71784,620210,446,10013,702453,35098,34715,383,916,8361,869,440764,40092,30243,370429,86.4,79.2,10.5,171
14.45,"Open","Optional","No_or_limited_measures","Delta",3657,85.52,109,61,164.07,98,78,97,65,61.8072871090213,74.212041445405,142.601830770208,"Autumn",467919,863901,3846,122400,198864,662970,120000,4467,89970,811267,1180,15876,918293,40660,40178,482,949,8366,889,371105,46250,26170,298685,86.3,79.1,9.8,150
14.45,"Open","Optional","No_or_limited_measures","Delta",3654,87.52,109,62,141.22,111,80,97,63,63.9840116614327,75.3068497921948,141.146292699723,"Autumn",467432,866695,1991,122400,198817,663910,120000,6368,94418,899469,1210,19092,1014189,45193,44652,541,988,8381,892,365161,48732,26828,311819.758803477,86.3,79.1,9.3,164
14.45,"Open","Optional","No_or_limited_measures","Delta",3646,85.2,110,61,136.39,103,77,95,63,62.0097122460434,74.9387015559342,139.694342359477,"Autumn",482770,862727,3189,122400,198817,663910,120000,2400,99471,991889,1345,17306,1110011,51657,51098,559,1113,8286,872,332539,49080,26365,320593.949011938,86.2,79,8.3,154
14.45,"Open","Optional","No_or_limited_measures","Delta",3641,78.59,110,60,129.65,103,75,95,63,61.1103051422842,74.8677508371685,138.246148183713,"Autumn",427268,871307,2047,122400,198817,672490,120000,2400,110066,767607,1105,942,879720,52514,51894,620,1114,8031,851,307744,42902,32767,317209.395964634,86.1,79,7.8,142
14.45,"Open","Optional","No_or_limited_measures","Delta",3622,71.58,110,59,121.54,109,79,96,62,58.7195337085617,74.2013300472659,136.80187860671,"Autumn",299850,866597,1029,122400,198817,667780,120000,2400,98495,835547,736,293,935071,57736,57032,704,1090,7881,826,241456,39672,23579,274997.651094332,86,78.9,7.4,139
14.08,"Open","Optional","No_or_limited_measures","Delta",3614,92.12,102,90,133.66,111,82,91,75,83.569911008051,84.8485585078529,135.361702062704,"Autumn",360862,862157,216,122400,198817,663340,120000,2400,74962,907627,216,0,982805,43747,43302,445,974,7512,819,153134,17837,17265,271458.958653334,85.9,78.9,7.1,139
14.08,"Open","Optional","No_or_limited_measures","Delta",3613,97.49,102,88,195.57,89,77,92,73,75.5250013639412,79.04797002136,133.925786985962,"Autumn",402976,874027,418,122400,198817,675210,120000,2400,69378,651137,418,0,720933,37876,37481,395,886,7240,805,368682,28999,33483,296148.3326015,85.9,78.9,6.9,151
14.08,"Open","Optional","No_or_limited_measures","Delta",3622,86.64,109,63,159.14,103,76,98,65,61.3096188349961,77.3794089005366,132.494301810738,"Autumn",479641,877617,3135,122400,198817,678800,120000,2400,89908,802826,1020,17187,910941,43552,43088,464,958,7214,791,291083,40763,29432,314264.172454431,85.9,78.8,6.4,139
14.08,"Open","Optional","No_or_limited_measures","Delta",3625,90.18,109,63,143.63,114,78,98,64,63.8357616179499,76.8750034005898,131.067414971302,"Autumn",425055,907023,3270,122400,198833,708190,120000,2400,82937,893343,1357,1913,979550,46416,45870,546,914,7200,783,310497,43489,27991,311132.281624343,85.8,78.8,6,160
14.08,"Open","Optional","No_or_limited_measures","Delta",3613,82.76,109,62,139.48,113,77,97,63,61.9449745171477,76.4270651873064,129.645294901884,"Autumn",427772,906733,3020,122400,198833,707900,120000,2400,99581,937667,1093,1927,1040268,47771,47236,535,930,7143,781,260704,38726,29481,302469.590197151,85.7,78.7,5.6,136
14.08,"Open","Optional","No_or_limited_measures","Delta",3582,78.33,110,61,133.09,106,77,98,64,62.6702215486063,76.4558159457288,128.228110036779,"Autumn",434987,821263,2609,122400,198833,622430,120000,2400,109832,765648,799,1810,878089,48305,47712,593,946,7128,780,227111,36847,26946,295839.303215857,85.6,78.7,4.8,136
14.08,"Open","Optional","No_or_limited_measures","Delta",3578,72.18,110,60,123.47,126,79,100,62,57.9879569497532,76.0192573004829,126.816028810195,"Autumn",312996,831503,1477,122400,198833,632670,120000,2400,97718,859397,752,725,958592,50288,49746,542,850,7098,747,177340,29172,23632,292232.365717889,85.6,78.6,4.5,137
13.94,"Open","Optional","No_or_limited_measures","Delta",3569,89.51,102,90,133.02,114,81,92,76,82.2065078355325,86.4069309898683,125.409219656429,"Autumn",338996,900963,121,122400,198833,702130,120000,2400,77747,889727,121,0,967595,36409,36018,391,735,6943,744,135033,22106,19451,293336.476925336,85.5,78.6,4.2,115
13.94,"Open","Optional","No_or_limited_measures","Delta",3567,96.86,101,89,206.51,109,79,96,76,74.2402933568977,83.2677627569985,124.007851009727,"Autumn",391310,885883,553,122400,198833,687050,120000,2400,68458,617793,553,12536,699340,32297,31936,361,769,6772,768,315681,31395,33477,299081.232304418,85.5,78.5,4.1,119
13.94,"Open","Optional","No_or_limited_measures","Delta",3556,83.39,109,62,160.39,103,76,99,65,60.2586740799752,76.9542557817557,122.612091304335,"Autumn",498439,875813,2939,122400,198833,676980,120000,2400,95035,805423,1227,16015,917700,35599,35180,419,791,6828,780,234681,31685,29068,303911.806430272,85.4,78.5,3.7,122
13.94,"Open","Optional","No_or_limited_measures","Delta",3563,82.72,109,62,141.33,107,76,98,64,62.3488296643445,76.2401557271721,121.222108974516,"Autumn",413155,868549,3192,122400,198819,669730,120000,2400,81700,864691,1328,16294,964013,38463,38021,442,828,6849,808,239314,33029,28656,303582.680716419,85.4,78.4,3.3,133
13.94,"Open","Optional","No_or_limited_measures","Delta",3575,80.02,109,61,139.18,118,77,99,63,60.4040359287072,76.904611422094,119.838072454532,"Autumn",451789,868329,3104,122400,198819,669510,120000,2400,99057,947880,1210,21183,1069330,39256,38819,437,783,6899,807,223501,32828,28576,299779.675996019,85.3,78.4,3,112
13.94,"Open","Optional","No_or_limited_measures","Delta",3576,73.6,110,59,127.11,95,74,97,63,59.2341340271047,76.1050271962617,118.46015017863,"Autumn",426120,841279,2197,122400,198819,642460,120000,2400,105443,746034,1102,1095,853674,39264,38796,468,840,6914,800,226019,41347,28572,296709.113850641,85.3,78.3,2.8,134
13.94,"Open","Optional","No_or_limited_measures","Delta",3573,66.38,110,59,120.86,110,77,99,62,57.2753998767781,76.1888347309382,117.088510581076,"Autumn",324109,863329,2197,122400,198819,664510,120000,2400,92316,873398,677,1520,967911,43727,43258,469,814,6838,769,190885,37671,29337,296334.803917165,85.2,78.3,2.5,112
12.52,"Open","Optional","No_or_limited_measures","Delta",3568,93.85,102,90,151.58,126,84,96,81,95.2314816714891,86.2703607062667,115.723322096139,"Autumn",361271,845149,328,122400,198819,646330,120000,2400,72590,937406,328,14567,1024891,32051,31713,338,722,6647,778,135173,24123,21532,297958.309738917,85.1,78.2,2.3,107
12.52,"Open","Optional","No_or_limited_measures","Delta",3572,86.37,104,86,177.88,62,70,87,72,71.0754686909988,75.4121312713095,114.364753158048,"Autumn",400100,830619,530,122400,198819,631800,120000,2400,77531,634846,530,14167,727074,26309,26044,265,698,6490,764,259918,31066,34391,299924.452040736,85.1,78.2,2.1,118
12.52,"Open","Optional","No_or_limited_measures","Delta",3571,80.03,110,61,161.36,98,74,100,66,59.9806810039044,76.7141207718389,113.012972201059,"Autumn",402033,851509,1840,122400,198819,652420,120000,2670,81419,790141,1075,1035,873670,29051,28742,309,698,6639,805,226381,38180,34289,300845.676018938,85,78.1,1.8,139
12.52,"Open","Optional","No_or_limited_measures","Delta",3562,79.37,110,60,142.77,100,77,98,65,63.0003355725216,77.3940285192995,111.668147659433,"Autumn",469033,845987,3042,122400,198805,646210,120000,3372,82476,938232,973,17592,1039273,32588,32213,375,705,6807,815,68831,34372,34459,300288.488226474,85,78.1,1.5,127
12.52,"Open","Optional","No_or_limited_measures","Delta",3559,79.37,110,60,142.26,111,75,99,64,60.6238561582344,77.4971804621031,110.330447967467,"Autumn",456408,835583,2557,122400,198805,631820,120000,7358,103166,999008,1182,6333,1109689,34819,34424,395,810,6951,813,65632,31539,34093,298978.506562979,84.9,78,1.20974494215969,142
12.52,"Open","Optional","No_or_limited_measures","Delta",3576,76.49,111,58,131.98,97,72,96,65,58.7566938404547,76.3607739283994,109.00004155935,"Autumn",417197,843856,1534,122400,198805,641890,120000,5561,109528,752659,865,3830,866882,36540,36099,441,783,7065,826,65385,31853,33532,298091.407662855,84.9,78,0.981624916795627,120
12.52,"Open","Optional","No_or_limited_measures","Delta",3564,69.43,111,58,130.97,118,75,101,64,55.7977851104285,75.3559033659311,107.67709686941,"Autumn",356973,887155,976,122400,198805,686110,120000,4640,89199,929412,724,12534,1031869,41579,41081,498,782,7083,831,58096,24919,33177,298198.524006584,84.8,77.9,0.783400778220107,125
15.33,"Open","Optional","No_or_limited_measures","Delta",3586,96.27,101,91,146.41,134,80,94,81,85.4856251667317,87.7904807154044,106.361782331858,"Autumn",417071,885686,113,122400,198805,682140,120000,7141,77654,1028188,113,20617,1126572,32064,31670,394,672,6852,839,41523,15984,25539,298946.839020768,84.8,77.8,0.566068700964343,111
15.33,"Open","Optional","No_or_limited_measures","Delta",3587,96.82,101,89,226.53,111,76,96,82,75.7261171752198,80.1450464973201,105.05426638093,"Autumn",412803,882398,161,122400,198805,677930,120000,8063,78971,680048,161,18587,777767,28560,28235,325,678,6989,874,71414,24296,47118,299604.11382796,84.7,77.8,0.307951505679984,128
15.33,"Open","Optional","No_or_limited_measures","Delta",3604,89.3,108,62,175.26,133,77,104,68,59.1567251609931,76.4907150980412,103.754717450945,"Autumn",431763,878227,2366,122400,198805,672780,120000,9042,82021,794685,611,22126,899443,32096,31705,391,731,6943,878,72376,27617,44759,299722.841576255,84.7,77.7,0.0259118271576395,140
15.33,"Open","Optional","No_or_limited_measures","Delta",3609,84.78,109,61,147.7,129,78,101,64,59.061248129999,75.1029412227944,102.463303976141,"Autumn",457510,872942,3115,122400,198805,665870,120000,10667,90636,958604,1082,10300,1060622,35838,35342,496,783,7195,916,69671,25083,44588,299366.953444416,84.6,77.6,-0.247640503291528,148
15.33,"Open","Optional","No_or_limited_measures","Delta",3614,84.12,109,61,149.17,139,78,99,64,58.6243830676908,75.0722447045442,101.18019439075,"Autumn",394839,883838,2732,122400,198805,674790,120000,12643,105530,842983,606,12369,961488,36749,36299,450,755,7441,939,66726,22679,44047,298916.142363947,84.6,77.6,-0.494973497079688,159
15.33,"Open","Optional","No_or_limited_measures","Delta",3609,83.34,109,58,140.49,136,77,99,63,56.1263596683751,74.552108520254,99.90555712906,"Autumn",439816,880582,3025,122400,198805,676300,120000,7877,117139,764343,794,17470,899746,38836,38382,454,808,7648,943,63790,20384,43406,298719.722314513,84.6,77.5,-0.724037062008823,137
15.33,"Open","Optional","No_or_limited_measures","Delta",3611,72.1,110,57,127.51,130,78,100,61,52.8005341230782,73.8006865446576,98.6395606252254,"Autumn",325638,875625,1000,122400,198805,676820,120000,2400,99505,901756,651,9849,1011761,40756,40252,504,813,7821,982,66492,20150,46342,298856.76636763,84.5,77.4,-0.955830391649485,159
18.19,"Open","Optional","No_or_limited_measures","Delta",3592,94.18,102,90,123.81,108,77,90,72,70.8538438912944,82.6823043372819,97.3823733140153,"Autumn",351221,847777,36,122400,198805,641290,120000,10082,65384,1049427,36,7682,1122529,31084,30711,373,731,7770,1006,48997,13840,35157,299141.869130354,84.5,77.3,-1.20410820551952,135
18.19,"Open","Optional","No_or_limited_measures","Delta",3600,97.52,100,88,191.22,123,75,95,75,66.1654522936335,79.4951739368721,96.1341636270765,"Autumn",335273,837262,1476,122400,198805,629660,120000,11197,64595,605833,82,23374,693884,26639,26344,295,759,7719,1004,98695,26198,72497,299326.639853183,84.5,77.3,-1.46585665802565,137
18.19,"Open","Optional","No_or_limited_measures","Delta",3591,83.69,108,59,152.86,122,74,100,65,54.0760438033927,74.6962449463798,94.8951000123613,"Autumn",410704,835743,3690,122400,198805,628510,120000,10828,81917,781550,342,28944,892753,29464,29122,342,754,7930,1011,81162,20778,60384,299301.592386961,84.4,77.1,-1.7277606308264,184
18.19,"Open","Optional","No_or_limited_measures","Delta",3593,80.64,109,58,139.64,142,77,100,63,55.1595743296162,74.2876505837417,93.6653508314345,"Autumn",439605,827638,1649,122400,198520,621920,120000,9598,97943,927322,537,19042,1044844,29547,29195,352,894,8139,1020,87024,23051,63973,299140.996753292,84.4,77,-1.97955527516971,160
18.19,"Open","Optional","No_or_limited_measures","Delta",3587,78.86,109,59,134,127,76,101,63,54.1174458842202,73.9710873674664,92.4450849087655,"Autumn",446342,829385,2450,122400,198520,624110,120000,9155,108379,1002469,528,23054,1134430,30379,30026,353,951,8421,1081,87692,24402,63290,298998.149809337,84.3,76.9,-2.2216958968521,166
18.19,"Open","Optional","No_or_limited_measures","Delta",3595,68.67,111,56,120.88,92,70,93,62,52.850935506043,70.0889235226892,91.2344686203162,"Autumn",399630,825713,1709,122400,198520,624660,120000,4933,110341,770830,445,3797,885413,31417,31023,394,952,8414,1060,84370,17645,66725,298972.11054323,84.3,76.8,-2.46242722119564,170
18.19,"Open","Optional","No_or_limited_measures","Delta",3586,65.41,110,58,121.01,139,78,102,62,50.4736091707371,73.6749670865432,90.0336816290636,"Autumn",317289,802676,1641,122400,198520,600730,120000,5826,96803,962342,281,16180,1075606,34652,34224,428,943,8490,1056,80081,19428,60653,299050.917608638,84.3,76.7,-2.70917942618655,118
19.26,"Open","Optional","No_or_limited_measures","Delta",3593,91.59,101,93,128.14,136,78,94,74,68.7667398575855,83.7001527460262,88.8428350774158,"Autumn",329676,771580,206,122400,198520,573060,120000,2400,78168,980638,206,11785,1070797,24053,23760,293,868,8267,1055,67570,14955,52615,299149.788107888,84.2,76.6,-2.96268380620593,141
19.26,"Open","Optional","No_or_limited_measures","Delta",3580,96.52,101,90,185.62,117,75,95,75,65.2759650367104,77.5104609157694,87.6624304866989,"Autumn",354628,771350,1551,122400,198520,572830,120000,2400,69298,638454,296,14703,722751,23531,23247,284,851,8157,1027,125972,27913,98059,299191.448573525,84.2,76.5,-3.21797310414533,144
19.26,"Open","Optional","No_or_limited_measures","Delta",3588,80.49,109,61,151.01,110,72,98,63,51.6903582047374,72.5289289476035,86.4911479526362,"Autumn",391986,761870,3037,122400,198520,563350,120000,2400,86923,982853,619,2418,1072813,29175,28803,372,926,8329,1056,117875,26064,91811,299160.406255703,84.2,76.3,-3.46980517969762,149
19.26,"Open","Optional","No_or_limited_measures","Delta",3579,77.86,110,59,135.48,120,74,100,61,52.5851767270921,71.8060893487227,85.3401303385196,"Autumn",438129,762132,2727,122400,198502,563630,120000,2400,91768,1127401,832,14442,1234443,33965,33545,420,1037,8158,1051,122476,25774,96702,299098.359332945,84.1,76.2,-3.71701726573877,180
19.26,"Open","Optional","No_or_limited_measures","Delta",3591,79.96,110,58,138.21,150,75,100,61,51.0833164440361,72.1206428280073,84.1829058960382,"Autumn",441078,756772,2122,122400,198502,558270,120000,2400,99814,1131979,555,16054,1248402,35839,35337,502,1167,8149,1060,113091,25131,87960,299058.793588342,84.1,76,-3.96250374588133,142
19.26,"Open","Optional","No_or_limited_measures","Delta",3596,72.84,110,57,134.9,152,76,100,61,49.9699346692857,71.4935614923953,83.497232808697,"Autumn",412101,686792,3584,122400,198502,488290,120000,2400,113908,1039565,668,28975,1183116,38610,38127,483,1104,7993,1047,112472,26624,85848,299064.684902731,84,75.9,-4.20988003090358,164
19.26,"Open","Optional","No_or_limited_measures","Delta",3585,68.34,110,56,127.77,158,80,103,61,48.0397967277626,71.5126193240295,84.2627205267605,"Autumn",341762,687285,2096,122400,198435,488850,120000,2400,99257,1260157,504,12738,1372656,44915,44332,583,1077,8049,1062,102713,22698,80015,299099.745442309,84,75.7,-4.46035268231978,156
7.95,"Open","Optional","No_or_limited_measures","Delta",3580,98.1,100,94,133.85,155,81,95,75,73.830785331719,86.8350324526336,85,"Autumn",353645,767415,196,122400,198435,568980,120000,2400,77151,939716,196,7140,1024203,31799,31418,381,879,7762,1018,94988,21795,73193,299130.722977922,83.9,75.6,-4.7123071544357,164
7.95,"Open","Optional","No_or_limited_measures","Delta",3595,96.78,102,90,175.37,106,72,94,71,60.0934181568708,76.1605826467216,80,"Autumn",374155,758815,1387,122400,198435,560380,120000,2400,74719,658724,334,12989,746766,31804,31436,368,951,7567,1019,169607,41054,128553,299136.117571403,83.9,75.4,-4.96330189915496,144
7.95,"Open","Optional","No_or_limited_measures","Delta",3608,83.12,110,58,149.15,120,73,99,61,49.6437651695873,68.2592395264442,73,"Autumn",400620,748565,2393,122400,198435,550130,120000,2400,78812,1100441,654,12103,1192010,38626,38165,461,928,7682,1034,145856,35266,110590,299118.723485321,83.8,75.2,-5.21226318089463,151
7.95,"Open","Optional","No_or_limited_measures","Delta",3589,78.96,112,55,137.72,125,76,100,57,49.2585832979326,65.0853375199418,73,"Autumn",431583,720242,2950,122400,198422,521820,120000,2400,88912,1061134,1240,10421,1161707,42310,41753,557,999,7633,1038,159377,40002,119375,299097.20641202,83.8,75,-5.46003709968769,137
7.95,"Open","Optional","No_or_limited_measures","Delta",3552,75.48,112,54,133.18,120,74,98,56,47.1641939331936,62.0445926436131,69,"Autumn",373842,718582,2331,122400,198422,520160,120000,2400,98332,920455,859,9808,1029454,43515,42980,535,1084,7693,1030,157473,44088,113385,299088.343355688,83.7,74.8,-5.70823923938686,125
7.95,"Open","Optional","No_or_limited_measures","Delta",3546,68.38,113,49,126.41,115,75,99,55,44.8946184363318,60.770340431427,67,"Summer",333750,698152,3726,122400,198422,499730,120000,2400,100053,820015,610,12802,933480,45206,44606,600,1003,7689,1014,159301,39899,119402,299095.279501101,83.6,74.6,-5.95774931028183,126
7.95,"Open","Optional","No_or_limited_measures","Delta",3521,110.66,116,25,120.17,148,79,86,47,34.7436216429092,43.9336765509869,70,"Summer",239905,758152,95,122400,198422,559730,120000,2400,78719,599551,95,14471,692836,34755,34304,451,997,7350,984,86291,19643,66648,299108.80318677,83.5,74.4,-6.20816705534985,109
11.19,"Open","Optional","No_or_limited_measures","Delta",3494,114.21,98,91,141.9,132,78,87,75,78.0772814019823,84.2121793666769,80,"Summer",296686,762152,73,122400,198422,563730,120000,2400,70373,627355,73,13419,711220,26132,25812,320,857,7121,971,103830,24390,79440,299117.314945103,83.5,74.3,-6.45844515512907,139
11.19,"Open","Optional","No_or_limited_measures","Delta",3469,97.96,100,86,176.48,110,69,89,72,62.5210014721973,72.6354982099081,73,"Summer",284325,751792,172,122400,198422,553370,120000,2400,56600,631023,172,10008,697803,27594,27286,308,864,6991,953,176959,43271,133688,299115.923352384,83.5,74.2,-6.70790046662594,134
11.19,"Open","Optional","No_or_limited_measures","Delta",3429,86.12,110,51,154.66,122,73,97,59,47.9549686226676,61.5577757336163,70,"Summer",373782,752152,2089,122400,198422,553730,120000,2400,79020,805752,791,10417,895980,33735,33325,410,945,7096,988,176393,44937,131456,299108.248405388,83.4,73.9,-6.95668600428805,138
11.19,"Open","Optional","No_or_limited_measures","Delta",3405,85.68,112,50,140.33,123,76,95,56,47.2556821060902,59.7449162869904,69,"Summer",406030,747435,2370,122400,198705,548730,120000,2400,84014,864159,952,5999,955124,37609,37113,496,957,7042,982,200076,55140,144936,299101.53999138,83.3,73.7,-7.20546621749645,125
11.19,"Open","Optional","No_or_limited_measures","Delta",3383,91.39,112,50,140.3,146,76,95,55,46.9995667674044,59.771261466889,68,"Summer",408032,747435,2989,122400,198705,548730,120000,2400,96534,820255,1292,13511,931592,38769,38286,483,1036,6997,974,229781,68076,161705,299100.436388542,83.2,73.4,-7.45475134829095,107
11.19,"Open","Optional","No_or_limited_measures","Delta",3356,94.09,112,49,134.57,141,76,94,55,45.5491811501751,59.4576137607264,66,"Summer",352152,751251,3007,122400,202521,548730,120000,2400,111655,627967,947,12920,753489,37671,37166,505,1000,6972,957,186086,55410,130676,299104.269393354,83.1,73.2,-7.70451679600502,118
